(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,tag_count,rating_count,time,star_level,Users_reviews,Critic reviews,Director_stars,Budget,Gross US/Canada,Opening Weekend,Gross Worldwide,Sentiment,rating
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,2.0,132.0,3600.0,6.8,260,59,7.1,1.0332569854665024,0.4397102476402004,0.03567081944187188,0.2775322144597402,0.0,3.6714285714285713
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,0.0,70.0,3600.0,5.8,177,47,6.4,0.0035948654446154894,-0.4859567128270339,-0.4447184434773032,-0.43113928333770174,0.0,2.4210526315789473
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,19.0,3600.0,7.1,124,26,6.6,1.1986844707535193e-16,-0.47513985149402194,-0.522865579730016,-0.4269288381185978,0.0,3.125
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,8.0,10800.0,7.1,183,54,6.5,0.45407204295419096,-0.4313332151550917,-0.47771145070928495,-0.40990540732702757,0.0,3.8333333333333335
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,18.0,7200.0,5.7,221,75,5.6,2.191626870491125,-0.5001272930365288,-0.4668686237418983,-0.4366478347119629,0.0,3.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,13.0,7200.0,8.2,765,149,7.1,0.7114875729596627,0.10991554480906639,0.031194666082832972,0.33761424297715986,0.0,3.926829268292683
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,82.0,7200.0,7.7,302,62,7.1,-0.44688231206496,0.12250125527196438,-0.5753615917750774,0.4724078139272705,0.0,3.7761194029850746
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,67.0,3600.0,6.7,214,54,7.2,-0.8330056070731675,-0.6082615134860174,-0.5946664249875792,-0.47868301604226354,0.0,3.7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,20.0,3600.0,6.4,230,48,6.0,0.0035948654446154894,1.34657911461987,1.8628417754301816,1.0401979472218166,0.0,2.727272727272727
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,88.0,3600.0,5.7,79,36,6.0,1.226318632970606,-0.023023864953034167,0.07470937549878309,-0.25118268751403344,0.0,2.5
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,15.0,3600.0,6.9,185,94,7.1,0.01163910075728648,0.6654065055283569,0.21224007179766483,0.33023795449167775,0.0,3.49438202247191
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1995,0.0,89.0,7200.0,6.6,205,63,7.2,-0.31817454706222414,-0.08646288496252558,-0.28282631638329025,-0.2758434350408646,0.0,3.2222222222222223
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,36.0,7200.0,6.3,122,59,6.9,0.6471336904582947,-0.11929466297969268,-0.006141218518017961,-0.2886061824543207,0.0,3.125
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1995,0.0,16.0,3600.0,6.6,185,34,5.6,-0.6560324301944057,-0.1087987518034879,-0.15287394142183716,-0.28452609080817437,0.0,3.125
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,2.0,28.0,3600.0,7.5,407,89,6.0,-0.8458763835734412,-0.08687569339713212,-0.618130692050167,-0.27600390669665714,0.0,3.625
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,76.0,7200.0,6.8,55,25,6.2,-0.6077670183183799,-0.6347878674761118,-0.6208768875516062,-0.4889946463048243,0.0,3.5
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,13.0,3600.0,6.8,146,21,8.0,1.1986844707535193e-16,-0.17919577822194102,-0.13359593435831874,-0.23541531286712986,0.0,3.3333333333333335
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,9.0,3600.0,7.6,109,31,6.7,1.1986844707535193e-16,0.0,0.0,0.0,0.0,4.2272727272727275
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1995,2.0,11.0,3600.0,7.5,270,64,5.9,-0.38252842956359207,-0.6555468995884414,-0.620531632384176,-0.49674951624539276,0.0,4.0131578947368425
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,38.0,3600.0,7.1,40,29,6.2,1.1986844707535193e-16,-0.6490233285783259,-0.6090417560732966,-0.4945284189280017,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,3.0,3600.0,6.5,114,40,6.7,-0.22164372331017226,0.9060398805850979,0.35896174864013797,0.800346993493324,0.16,3.1842105263157894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1995,1.0,38.0,7200.0,8.0,766,211,6.8,-0.028582075806068474,0.3845532848503456,-0.6106409364546025,0.7224067517129715,0.0,3.983050847457627
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,177.0,3600.0,6.9,249,51,7.1,0.0035948654446154894,0.5069080415439141,-0.04796449979034935,1.344877180270001,0.7,3.65234375
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,0.0,7200.0,7.5,245,64,6.8,-0.6077670183183799,0.05080296895827645,-0.615013993241078,-0.2224838691602862,0.0,3.8358208955223883
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,128.0,3600.0,5.9,67,23,6.6,1.1986844707535193e-16,-0.3225821756630166,-0.2569453288990562,-0.3676304489844608,0.0,2.125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,0.0,3600.0,6.9,398,90,5.8,-0.5755900770676958,0.3749809689516586,0.07498197651271675,-0.09646403800749792,0.5,3.293269230769231
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,67.0,3600.0,6.8,29,10,6.0,1.1986844707535193e-16,-0.6755947199705132,0.0,-0.5048575566489392,0.0,4.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,1.0,0.0,3600.0,7.3,97,47,6.8,1.1986844707535193e-16,-0.6377817564710129,-0.6167465811132838,-0.4896942221562013,0.0,3.7
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,4.0,3600.0,6.9,114,44,7.2,-0.6399439595690638,-0.2348617443810935,-0.10048372171431054,-0.3335307512201417,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,104.0,3600.0,6.6,56,19,6.5,-0.35035148831290813,-0.6129813919238607,-0.6178249528521951,-0.4805177816249534,0.0,3.1875
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,0.0,2.0,3600.0,5.8,439,102,5.8,-0.38252842956359207,0.6344768678269281,0.9081340465569807,0.38201082941757825,0.0,2.5434782608695654
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,15.0,3600.0,6.8,205,68,6.6,-0.31817454706222414,-0.2886037179793905,-0.5973768522903738,-0.3544219510259228,0.0,3.3125
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,1.0,7.0,3600.0,6.3,53,23,7.0,-0.6399439595690638,-0.2451337826852858,-0.24206615276515409,-0.20908227101473326,0.0,3.066666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,1.0,8.0,7200.0,8.6,1900,162,7.2,0.10012568919666738,1.1915128423509052,0.29441487816869255,1.8790673847725317,0.0,3.9753694581280787
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1995,0.0,46.0,3600.0,6.7,301,85,6.9,0.8080183967117146,1.9697480742066653,-0.44594034826334833,2.015873787993282,0.0,3.1470588235294117
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,32.0,3600.0,6.5,63,15,7.0,1.1986844707535193e-16,-0.6709211930732148,0.0,-0.5030408093716817,0.0,3.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,0.0,15.0,3600.0,8.5,1500,146,7.0,-0.7686517245717996,-0.24998580713118743,-0.5803571730188427,-0.33940995132449725,0.0,4.237745098039215
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,2.0,203.0,3600.0,7.0,107,56,6.1,-0.479059253315644,-0.56675080843669,-0.6013229262055312,-0.462546496015172,0.0,3.4642857142857144
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,0.0,68.0,3600.0,7.4,14,18,6.6,1.1986844707535193e-16,-0.6799547309799617,0.0,-0.47480804408456884,0.0,5.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,1.0,3600.0,5.5,35,10,5.6,-0.5755900770676958,-0.3552097928849522,-0.31453357522466113,-0.38031383265892266,0.0,2.3333333333333335
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,204.0,3600.0,6.5,43,22,6.5,1.1986844707535193e-16,-0.6673461169611848,-0.6191434449246532,-0.5016510645525658,0.0,4.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,0.0,3600.0,6.6,123,41,6.8,-0.31817454706222414,-0.35929207011925995,-0.3592811697376373,-0.3819007425480529,0.0,3.0625
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994,1.0,28.0,3600.0,7.8,139,40,6.8,-0.8651825483238516,-0.2780076694531384,-0.6165233586235819,-0.34993812965392473,0.0,4.027027027027027
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,0.0,2.0,3600.0,6.0,62,26,7.5,0.48624898420487495,-0.018799510578651698,-0.11544192978712925,-0.24954054776037826,0.0,3.235294117647059
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,0.0,3.0,3600.0,6.2,112,36,6.8,-0.31817454706222414,-0.18360264765390888,-0.16463858850870033,-0.31360472394775646,0.0,3.75
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,1.0,7200.0,7.3,194,39,4.6,-0.22164372331017226,0.8619330762503096,-0.6218388811441926,0.2657861986432197,0.0,3.70625
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,0.0,3600.0,6.5,154,29,6.8,-0.8394409953233044,-0.31066996115680195,-0.08936494046436734,-0.3568660841677866,0.0,2.7142857142857144
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,8.0,3600.0,5.3,39,14,6.6,1.1986844707535193e-16,-0.48809436552678875,-0.3165914959036552,-0.4319702563495928,0.0,2.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,37.0,3600.0,4.4,170,31,6.5,-0.479059253315644,-0.4361044764064107,-0.29403958090796156,-0.4117601470295912,0.0,2.532258064516129
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,0.0,0.0,3600.0,2.5,77,59,5.8,-0.479059253315644,-0.6429571903899678,-0.5288552407445635,-0.49217031972811515,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,34.0,3600.0,6.4,41,20,5.8,1.1986844707535193e-16,-0.6689129079173627,0.0,-0.5022601256035064,0.0,3.4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,6.0,3600.0,7.2,233,28,7.3,-0.8490940776985095,-0.17252680717880778,-0.18953844904408784,-0.30383784638965194,0.0,3.775
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996,0.0,80.0,3600.0,7.2,743,163,6.3,-0.35035148831290813,-0.20314525689478755,0.05054664230715105,-0.3211979399864894,0.0,3.5090909090909093
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,7.0,3600.0,4.3,70,52,7.3,0.6471336904582947,-0.4716451255616324,-0.29756689074744513,-0.4255759180743752,0.0,1.7
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,5.0,3600.0,6.7,84,37,6.8,1.1986844707535193e-16,-0.6746980457578563,-0.6215080910570966,-0.5045089911072766,0.0,3.2142857142857144
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,0.0,31.0,7200.0,7.5,43,13,5.9,1.1986844707535193e-16,-0.6742933286614332,0.0,-0.5043516648097836,0.0,3.4615384615384617
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,9.0,3600.0,6.1,50,26,6.7,1.1986844707535193e-16,-0.3309156532429419,-0.22055835356812575,-0.3104087334072831,0.0,4.0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,0.0,3600.0,4.8,32,8,6.8,-0.479059253315644,-0.6498413046711106,-0.5484201824016195,-0.4948463920288492,0.0,2.2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,0.0,5.0,3600.0,6.3,169,61,6.8,-0.31817454706222414,-0.5809585787643784,-0.43184176046456935,-0.4680695043611065,0.0,3.4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,20.0,3600.0,7.2,15,11,7.2,1.1986844707535193e-16,-0.682428915763884,-0.6218193532857414,-0.5075142240593757,0.0,4.0
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,55.0,3600.0,6.3,83,35,6.6,-0.6721209008197477,-0.6718728545933875,-0.6180688867069211,-0.5034107502137134,0.0,3.3333333333333335
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,0.0,5.0,3600.0,5.7,75,29,6.9,0.45407204295419096,-0.26100284929726186,-0.0697520010407481,-0.34369262301944725,0.0,2.764705882352941
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,7.0,3600.0,7.6,45,24,6.8,-0.9568868308883008,-0.6708222759945873,0.0,-0.5030023571840255,0.0,4.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,13.0,3600.0,6.7,172,45,6.5,-0.7364747833211157,-0.6782410381182495,-0.6198899088202607,-0.5058862639604209,0.0,3.107142857142857
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,8.0,3600.0,7.4,85,23,6.8,1.1986844707535193e-16,-0.6088074253724117,-0.6198279062259194,-0.4787416393908006,0.0,3.875
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,5.0,3600.0,7.4,9,7,6.7,1.1986844707535193e-16,-0.6451718891498265,-0.6178143670434051,-0.4930312429730942,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,15.0,3600.0,6.8,63,28,6.6,-0.8008934380052212,-0.6240884901207145,0.0,-0.4848354609388418,0.0,3.857142857142857
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,1.0,7200.0,6.6,105,26,6.7,0.2610103954500872,-0.494965019275501,-0.36580380321213324,-0.43464109611691454,0.0,3.966666666666667
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,3.0,3600.0,5.3,45,23,7.2,1.1986844707535193e-16,-0.502873035144867,-0.42574334834605504,-0.43771519125210784,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,17.0,3600.0,6.2,92,21,6.2,1.1986844707535193e-16,-0.07959035387316746,0.07374363413538282,-0.2731718654920348,0.0,3.15625
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,2.0,3600.0,6.3,162,35,7.5,0.10012568919666738,-0.5347074571705426,-0.4398987444603282,-0.4500902349416277,0.0,3.25
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1996,2.0,14.0,3600.0,5.8,110,56,6.8,0.5506028667062429,-0.581044955207492,-0.43785923388357756,-0.41940981166796737,0.0,2.625
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1995,0.0,8.0,3600.0,4.6,87,39,6.0,-0.31817454706222414,-0.3173791823833813,-0.1595537840194193,-0.3656078814285041,0.0,2.8333333333333335
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,1.0,3600.0,7.1,199,64,7.3,1.1986844707535193e-16,-0.4892305133122248,-0.44120132494441877,-0.4324119128204149,0.0,3.95
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,0.0,0.0,3600.0,6.1,241,67,6.5,0.6471336904582947,0.6404101841645954,0.4018314469739151,0.5868913465754901,0.0,3.0238095238095237
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,10.0,7.0,3600.0,7.2,40,15,7.1,1.1986844707535193e-16,-0.6793711033199932,-0.6215407689885787,-0.5063255559391572,0.0,3.5
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,15.0,3600.0,8.1,270,83,6.4,1.1986844707535193e-16,-0.6829138703995089,0.0,-0.5067390282481405,0.0,3.9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,7.0,3600.0,6.6,12,14,6.9,1.1986844707535193e-16,-0.6875407078349459,-0.6218484149471402,-0.5095013388296742,0.0,5.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,0.0,16.0,3600.0,6.2,75,46,6.5,0.3253642779514551,-0.3063316334318125,-0.16577278230762835,-0.36131335078404925,0.0,2.7857142857142856
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,10.0,3600.0,6.9,226,77,7.1,-0.7364747833211157,-0.6776721475823505,-0.6146292221041895,-0.5056651182700539,0.0,3.782608695652174
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,0.0,3600.0,3.8,75,14,6.2,1.1986844707535193e-16,-0.44741496568883127,-0.2870162584028084,-0.41615689087205554,0.0,2.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1996,0.0,0.0,3600.0,6.0,32,27,7.8,-0.38252842956359207,-0.6352141739899617,-0.5279638630441539,-0.4891603650896593,0.0,3.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.0,8.0,3600.0,7.0,391,76,5.9,-0.5755900770676958,0.04067404033151406,-0.06298319819911087,-0.20904520541194233,0.0,3.4393939393939394
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0.0,9.0,7200.0,7.6,302,54,7.1,-0.1894667820594883,0.6544239688833524,0.0688549629853599,0.8185712140759607,0.0,3.282608695652174
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,0.0,10.0,3600.0,7.2,7,8,6.0,1.1986844707535193e-16,0.0,0.0,0.0,0.0,4.0
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,0.0,84.0,3600.0,6.9,83,51,6.9,1.1986844707535193e-16,-0.04374448667575042,-0.1029223370075535,-0.25923744656968134,0.0,3.326923076923077
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,1.0,3600.0,7.0,2,5,7.3,1.1986844707535193e-16,-0.6876482794539507,-0.6221614524356442,-0.5095431553100821,0.0,4.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,2.0,10.0,7200.0,8.3,1400,92,5.5,1.355026397973342,0.7312696791935598,0.030655250087099326,1.0462601181458562,0.925,4.031645569620253
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1976,0.0,0.0,3600.0,8.2,1400,314,7.1,-0.9198833484500143,-0.15760176131057588,-0.6151328699012787,-0.3012295707910104,0.0,4.105769230769231
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,2.0,3600.0,6.7,120,62,6.0,-0.7203863126957737,-0.08007748622394151,0.02540205891265571,-0.2733612291977288,0.0,3.5434782608695654
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1996,0.0,14.0,3600.0,6.1,63,40,6.6,0.16447957169803532,-0.523021143064238,-0.35822272035936814,-0.4455473961390783,0.0,3.3333333333333335
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,23.0,3600.0,8.1,16,12,7.9,1.1986844707535193e-16,-0.6635896334225505,-0.6210346884279788,-0.5001908009463326,0.0,3.9
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,5.0,3600.0,7.0,31,14,7.7,1.1986844707535193e-16,-0.678108516642062,0.0,-0.5058347486837717,0.0,3.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,3.0,3600.0,4.9,48,21,6.4,-0.8008286658224836,-0.6427518656435358,-0.5367827622713317,-0.492090503524586,0.0,2.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,99.0,7200.0,4.7,12,11,6.3,0.16447957169803532,-0.6290471287418915,-0.5069451150631502,-0.4867630401337182,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,0.0,23.0,3600.0,7.5,21,10,6.7,1.1986844707535193e-16,-0.6843466380069825,0.0,0.0,0.0,4.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,7.0,1.0,3600.0,5.6,73,29,5.3,0.38971816045282304,0.6269364540294177,0.2740913745488405,0.4466441038205194,0.0,2.65625
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1994,0.0,26.0,3600.0,8.0,251,135,6.8,1.1986844707535193e-16,-0.6769187520077816,-0.6206347947071046,-0.4988040263379543,0.0,4.375
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,1.0,3600.0,6.7,117,44,6.3,-0.7364747833211157,-0.41217170606531184,-0.6119768523738268,-0.4024567245159526,0.0,3.5833333333333335
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,0.0,0.0,3600.0,3.2,111,15,6.9,-0.41470537081427605,0.0,0.0,0.0,0.0,2.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,0.0,237.0,3600.0,7.1,11,5,7.1,1.1986844707535193e-16,-0.6879871394405189,-0.6225485248353132,-0.5096748808722749,0.0,3.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,0.0,104.0,3600.0,5.8,13,4,7.1,1.1986844707535193e-16,0.0,0.0,0.0,0.0,2.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,0.0,46.0,3600.0,5.3,85,47,6.3,0.6471336904582947,-0.5032382717675088,-0.341099287011622,-0.43785717024448784,0.0,2.8333333333333335
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,3.0,3600.0,6.1,117,32,6.3,0.03577180669529945,-0.20410294467843318,-0.1473434152071687,-0.2356920606105909,0.0,2.9516129032258065
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,0.0,0.0,3600.0,5.9,6,10,5.7,1.1986844707535193e-16,-0.6842453554791411,-0.6210708511288142,-0.5082203314552493,0.0,3.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,2.0,0.0,7200.0,6.1,66,31,7.3,0.9689031029651344,0.2709224738176239,0.10716756926059202,0.22505515146333221,0.0,3.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0.0,5.0,3600.0,7.2,249,43,6.9,0.03577180669529945,1.6408526363182794,0.5788523385879595,0.8422448591350808,0.0,3.494186046511628
